Year,School,School_Consistant,Type,LearningCommunity,lon,lat,AMINMale,AMINFemale,AMIN_Pop,AMIN_Prcnt,AMINPercent,AsianMale,AsianFemale,Asian_Pop,Asian_Prcnt,AsianPercent,HispanicMale,HispanicFemale,Hispanic_Pop,Hispanic_Prcnt,HispanicPercent,BlackMale,BlackFemale,Black_Pop,Black_Prcnt,BlackPercent,WhiteMale,WhiteFemale,White_Pop,White_Prcnt,WhitePercent,PacificIslandMale,PacificIslandFemale,Pacific_Pop,Pacific_Prcnt,PacificPercent,TwoorMoreMale,TwoorMoreFemale,Mixed_Pop,Mixed_Prcnt,TwoorMorePercent,Total,Diverse1,Diverse2,Diverse3
2013,STEELE CREEK ELEMENTARY,STEELE CREEK ELEMENTARY,Elementary,Southwest,-80.955667,35.15716,0,3,3,0.412,0.004,20,13,33,4.527,0.045,130,121,251,34.431,0.344,177,164,341,46.776,0.468,47,44,91,12.483,0.125,0,0,0,0,0,4,6,10,1.372,0.014,729,0,0,0
2014,Steele Creek Elementary,STEELE CREEK ELEMENTARY,Elementary,Southwest,-80.955667,35.15716,0,1,1,0.137,0.001,20,21,41,5.632,0.056,120,130,250,34.341,0.343,184,164,348,47.802,0.478,34,40,74,10.165,0.102,0,0,0,0,0,8,6,14,1.923,0.019,728,0,0,0
2015,Steele Creek Elementary,STEELE CREEK ELEMENTARY,Elementary,Southwest,-80.955667,35.15716,0,2,2,0.271,0.003,21,25,46,6.242,0.062,134,137,271,36.771,0.368,176,159,335,45.455,0.455,27,35,62,8.412,0.084,0,0,0,0,0,7,14,21,2.849,0.028,737,0,1,1
2016,Steele Creek Elementary,STEELE CREEK ELEMENTARY,Elementary,Southwest,-80.955667,35.15716,0,1,1,0.128,0.001,22,34,56,7.152,0.072,154,147,301,38.442,0.384,163,172,335,42.784,0.428,30,44,74,9.451,0.095,0,0,0,0,0,5,11,16,2.043,0.02,783,0,1,1
2017,Steele Creek Elementary,STEELE CREEK ELEMENTARY,Elementary,Southwest,-80.955667,35.15716,0,1,1,0.129,0.001,26,24,50,6.46,0.065,185,141,326,42.119,0.421,167,153,320,41.344,0.413,27,32,59,7.623,0.076,0,0,0,0,0,7,11,18,2.326,0.023,774,0,1,1
2018,Steele Creek Elementary,STEELE CREEK ELEMENTARY,Elementary,Southwest,-80.955667,35.15716,1,1,2,0.27,0.003,26,18,44,5.938,0.059,168,169,337,45.479,0.455,154,130,284,38.327,0.383,28,31,59,7.962,0.08,0,0,0,0,0,5,10,15,2.024,0.02,741,0,1,1
2019,Steele Creek Elementary,STEELE CREEK ELEMENTARY,Elementary,Southwest,-80.955667,35.15716,0,1,1,0.14,0.001,36,19,55,7.725,0.077,177,163,340,47.753,0.478,133,113,246,34.551,0.346,30,20,50,7.022,0.07,0,0,0,0,0,5,15,20,2.809,0.028,712,0,1,1
2020,Steele Creek Elementary,STEELE CREEK ELEMENTARY,Elementary,Southwest,-80.955667,35.15716,0,0,0,0,0,25,13,38,5.956,0.06,166,150,316,49.53,0.495,115,110,225,35.266,0.353,23,13,36,5.643,0.056,0,0,0,0,0,10,13,23,3.605,0.036,638,0,1,1
2008,STERLING ELEMENTARY,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,1,3,4,0.663,0.007,2,0,2,0.332,0.003,112,74,186,30.846,0.308,198,188,386,64.013,0.64,14,11,25,4.146,0.041,0,0,0,0,0,0,0,0,0,0,603,0,1,1
2009,STERLING ELEMENTARY,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,1,3,4,0.749,0.007,8,2,10,1.873,0.019,104,76,180,33.708,0.337,168,154,322,60.3,0.603,13,5,18,3.371,0.034,0,0,0,0,0,0,0,0,0,0,534,0,1,1
2010,STERLING ELEMENTARY,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,3,5,8,1.695,0.017,1,2,3,0.636,0.006,89,83,172,36.441,0.364,152,126,278,58.898,0.589,9,2,11,2.331,0.023,0,0,0,0,0,0,0,0,0,0,472,0,1,1
2011,STERLING ELEMENTARY,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,2,1,3,0.591,0.006,2,3,5,0.984,0.01,105,98,203,39.961,0.4,125,125,250,49.213,0.492,11,8,19,3.74,0.037,0,0,0,0,0,19,9,28,5.512,0.055,508,0,1,1
2012,STERLING ELEMENTARY,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,3,3,6,1.097,0.011,0,1,1,0.183,0.002,123,98,221,40.402,0.404,159,143,302,55.21,0.552,11,5,16,2.925,0.029,0,0,0,0,0,1,0,1,0.183,0.002,547,0,1,1
2013,STERLING ELEMENTARY,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,1,1,2,0.36,0.004,1,1,2,0.36,0.004,121,107,228,41.007,0.41,152,151,303,54.496,0.545,6,5,11,1.978,0.02,0,0,0,0,0,5,5,10,1.799,0.018,556,0,1,1
2014,Sterling Elementary,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,1,0,1,0.163,0.002,0,1,1,0.163,0.002,143,138,281,45.691,0.457,151,149,300,48.78,0.488,9,7,16,2.602,0.026,0,0,0,0,0,4,12,16,2.602,0.026,615,0,1,1
2015,Sterling Elementary,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,3,0,3,0.435,0.004,4,2,6,0.87,0.009,175,166,341,49.42,0.494,151,159,310,44.928,0.449,13,7,20,2.899,0.029,0,0,0,0,0,3,7,10,1.449,0.014,690,0,1,1
2016,Sterling Elementary,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,0,0,0,0,0,5,2,7,1.097,0.011,191,159,350,54.859,0.549,129,127,256,40.125,0.401,11,8,19,2.978,0.03,0,0,0,0,0,2,4,6,0.94,0.009,638,0,1,1
2017,Sterling Elementary,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,1,2,3,0.464,0.005,4,3,7,1.084,0.011,198,177,375,58.05,0.58,119,119,238,36.842,0.368,7,6,13,2.012,0.02,0,0,0,0,0,2,8,10,1.548,0.015,646,0,1,1
2018,Sterling Elementary,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,0,2,2,0.318,0.003,4,2,6,0.955,0.01,211,198,409,65.127,0.651,87,105,192,30.573,0.306,3,6,9,1.433,0.014,0,0,0,0,0,2,8,10,1.592,0.016,628,0,1,1
2019,Sterling Elementary,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,0,0,0,0,0,5,1,6,0.952,0.01,212,202,414,65.714,0.657,101,93,194,30.794,0.308,6,4,10,1.587,0.016,0,0,0,0,0,1,5,6,0.952,0.01,630,0,1,1
2020,Sterling Elementary,STERLING ELEMENTARY,Elementary,Southwest,-80.884723,35.106706,1,0,1,0.142,0.001,3,3,6,0.852,0.009,258,233,491,69.744,0.697,98,92,190,26.989,0.27,6,1,7,0.994,0.01,1,0,1,0.142,0.001,1,7,8,1.136,0.011,704,0,1,1
2010,STONEY CREEK ELEM,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,1,4,5,0.752,0.008,19,18,37,5.564,0.056,59,57,116,17.444,0.174,212,201,413,62.105,0.621,49,45,94,14.135,0.141,0,0,0,0,0,0,0,0,0,0,665,0,0,0
2011,STONEY CREEK ELEMENTARY,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,0,1,1,0.128,0.001,17,20,37,4.731,0.047,68,66,134,17.136,0.171,239,218,457,58.44,0.584,58,46,104,13.299,0.133,0,0,0,0,0,32,17,49,6.266,0.063,782,0,0,0
2012,STONEY CREEK ELEMENTARY,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,3,0,3,0.358,0.004,19,22,41,4.887,0.049,76,77,153,18.236,0.182,274,237,511,60.906,0.609,60,50,110,13.111,0.131,0,0,0,0,0,14,7,21,2.503,0.025,839,0,0,0
2013,STONEY CREEK ELEMENTARY,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,3,0,3,0.355,0.004,19,32,51,6.028,0.06,75,75,150,17.73,0.177,288,227,515,60.875,0.609,54,54,108,12.766,0.128,0,0,0,0,0,15,4,19,2.246,0.022,846,0,0,0
2014,Stoney Creek Elementary,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,2,1,3,0.346,0.003,30,28,58,6.69,0.067,80,80,160,18.454,0.185,294,244,538,62.053,0.621,47,54,101,11.649,0.116,0,1,1,0.115,0.001,4,2,6,0.692,0.007,867,0,0,0
2015,Stoney Creek Elementary,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,3,2,5,0.586,0.006,34,26,60,7.034,0.07,97,78,175,20.516,0.205,283,245,528,61.899,0.619,33,49,82,9.613,0.096,0,0,0,0,0,1,2,3,0.352,0.004,853,0,1,1
2016,Stoney Creek Elementary,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,2,0,2,0.253,0.003,21,22,43,5.443,0.054,89,83,172,21.772,0.218,256,229,485,61.392,0.614,28,39,67,8.481,0.085,1,2,3,0.38,0.004,11,7,18,2.278,0.023,790,0,1,1
2017,Stoney Creek Elementary,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,3,0,3,0.385,0.004,22,23,45,5.769,0.058,96,88,184,23.59,0.236,248,224,472,60.513,0.605,24,28,52,6.667,0.067,2,3,5,0.641,0.006,11,8,19,2.436,0.024,780,0,1,1
2018,Stoney Creek Elementary,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,2,0,2,0.267,0.003,18,18,36,4.813,0.048,94,79,173,23.128,0.231,232,212,444,59.358,0.594,29,33,62,8.289,0.083,3,3,6,0.802,0.008,16,9,25,3.342,0.033,748,0,1,1
2019,Stoney Creek Elementary,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,1,1,2,0.274,0.003,22,18,40,5.487,0.055,89,69,158,21.674,0.217,227,215,442,60.631,0.606,30,28,58,7.956,0.08,4,2,6,0.823,0.008,14,9,23,3.155,0.032,729,0,1,1
2020,Stoney Creek Elementary,STONEY CREEK ELEMENTARY,Elementary,Northeast,-80.725293,35.348278,1,0,1,0.138,0.001,17,15,32,4.402,0.044,90,72,162,22.283,0.223,212,225,437,60.11,0.601,26,24,50,6.878,0.069,3,3,6,0.825,0.008,19,20,39,5.365,0.054,727,0,1,1
2008,THOMASBORO ELEM,THOMASBORO ACADEMY,Elementary,Center City 1,-80.898613,35.255454,1,1,2,0.552,0.006,15,8,23,6.354,0.064,7,9,16,4.42,0.044,164,137,301,83.149,0.831,13,7,20,5.525,0.055,0,0,0,0,0,0,0,0,0,0,362,1,1,1
2009,THOMASBORO ELEM,THOMASBORO ACADEMY,Elementary,Center City 1,-80.898613,35.255454,0,1,1,0.261,0.003,25,23,48,12.533,0.125,8,14,22,5.744,0.057,151,148,299,78.068,0.781,8,5,13,3.394,0.034,0,0,0,0,0,0,0,0,0,0,383,1,1,1
2010,THOMASBORO ELEM,THOMASBORO ACADEMY,Elementary,Center City 1,-80.898613,35.255454,0,1,1,0.321,0.003,18,23,41,13.141,0.131,13,12,25,8.013,0.08,110,123,233,74.679,0.747,7,5,12,3.846,0.038,0,0,0,0,0,0,0,0,0,0,312,0,1,1
2011,THOMASBORO ELEMENTARY,THOMASBORO ACADEMY,Elementary,Center City 1,-80.898613,35.255454,0,0,0,0,0,18,24,42,12.353,0.124,14,16,30,8.824,0.088,114,129,243,71.471,0.715,7,4,11,3.235,0.032,0,0,0,0,0,7,7,14,4.118,0.041,340,0,1,1
2012,THOMASBORO ACADEMY,THOMASBORO ACADEMY,k-8,Center City 1,-80.898613,35.255454,2,3,5,0.744,0.007,55,55,110,16.369,0.164,24,28,52,7.738,0.077,233,242,475,70.685,0.707,10,8,18,2.679,0.027,0,0,0,0,0,4,8,12,1.786,0.018,672,0,1,1
2013,THOMASBORO ACADEMY,THOMASBORO ACADEMY,k-8,Center City 1,-80.898613,35.255454,1,1,2,0.269,0.003,57,49,106,14.247,0.142,34,39,73,9.812,0.098,272,255,527,70.833,0.708,10,8,18,2.419,0.024,0,0,0,0,0,4,14,18,2.419,0.024,744,0,1,1
2014,Thomasboro Academy,THOMASBORO ACADEMY,k-8,Center City 1,-80.898613,35.255454,1,2,3,0.379,0.004,54,43,97,12.247,0.122,40,40,80,10.101,0.101,306,268,574,72.475,0.725,15,9,24,3.03,0.03,3,0,3,0.379,0.004,4,7,11,1.389,0.014,792,0,1,1
2015,Thomasboro Academy,THOMASBORO ACADEMY,k-8,Center City 1,-80.898613,35.255454,3,3,6,0.823,0.008,51,44,95,13.032,0.13,43,48,91,12.483,0.125,242,259,501,68.724,0.687,17,8,25,3.429,0.034,2,0,2,0.274,0.003,3,6,9,1.235,0.012,729,0,1,1
2016,Thomasboro Academy,THOMASBORO ACADEMY,k-8,Center City 1,-80.898613,35.255454,2,2,4,0.567,0.006,41,37,78,11.064,0.111,57,54,111,15.745,0.157,254,227,481,68.227,0.682,12,7,19,2.695,0.027,1,0,1,0.142,0.001,5,6,11,1.56,0.016,705,0,1,1
2017,Thomasboro Academy,THOMASBORO ACADEMY,k-8,Center City 1,-80.898613,35.255454,1,1,2,0.306,0.003,38,35,73,11.179,0.112,48,51,99,15.161,0.152,233,220,453,69.372,0.694,10,7,17,2.603,0.026,1,0,1,0.153,0.002,5,3,8,1.225,0.012,653,0,1,1
2018,Thomasboro Academy,THOMASBORO ACADEMY,k-8,Center City 1,-80.898613,35.255454,2,2,4,0.632,0.006,35,42,77,12.164,0.122,57,37,94,14.85,0.148,219,223,442,69.826,0.698,3,3,6,0.948,0.009,0,1,1,0.158,0.002,7,2,9,1.422,0.014,633,0,1,1
2019,Thomasboro Academy,THOMASBORO ACADEMY,k-8,Center City 1,-80.898613,35.255454,1,0,1,0.18,0.002,32,47,79,14.209,0.142,52,41,93,16.727,0.167,184,179,363,65.288,0.653,6,7,13,2.338,0.023,0,1,1,0.18,0.002,3,3,6,1.079,0.011,556,0,1,1
2020,Thomasboro Academy,THOMASBORO ACADEMY,k-8,Center City 1,-80.898613,35.255454,1,2,3,0.469,0.005,31,46,77,12.05,0.121,67,58,125,19.562,0.196,210,191,401,62.754,0.628,10,7,17,2.66,0.027,1,2,3,0.469,0.005,4,9,13,2.034,0.02,639,0,1,1
2008,TORRENCE CREEK ELEM,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,0,2,2,0.159,0.002,23,27,50,3.971,0.04,12,31,43,3.415,0.034,82,93,175,13.9,0.139,506,483,989,78.554,0.786,0,0,0,0,0,0,0,0,0,0,1259,1,0,1
2009,TORRENCE CREEK ELEM,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,0,2,2,0.151,0.002,30,30,60,4.542,0.045,21,41,62,4.693,0.047,82,88,170,12.869,0.129,513,514,1027,77.744,0.777,0,0,0,0,0,0,0,0,0,0,1321,1,0,1
2010,TORRENCE CREEK ELEM,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,1,1,2,0.168,0.002,31,28,59,4.971,0.05,21,29,50,4.212,0.042,77,56,133,11.205,0.112,460,483,943,79.444,0.794,0,0,0,0,0,0,0,0,0,0,1187,1,0,1
2011,TORRENCE CREEK ELEMENTARY,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,2,1,3,0.24,0.002,34,29,63,5.036,0.05,19,26,45,3.597,0.036,55,39,94,7.514,0.075,490,511,1001,80.016,0.8,0,0,0,0,0,27,18,45,3.597,0.036,1251,1,1,1
2012,TORRENCE CREEK ELEMENTARY,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,2,0,2,0.162,0.002,30,31,61,4.943,0.049,21,25,46,3.728,0.037,59,51,110,8.914,0.089,483,492,975,79.011,0.79,0,0,0,0,0,25,15,40,3.241,0.032,1234,1,1,1
2013,TORRENCE CREEK ELEMENTARY,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,2,1,3,0.253,0.003,26,33,59,4.979,0.05,26,24,50,4.219,0.042,51,45,96,8.101,0.081,483,455,938,79.156,0.792,0,0,0,0,0,23,16,39,3.291,0.033,1185,1,1,1
2014,Torrence Creek Elementary,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,1,0,1,0.19,0.002,7,15,22,4.175,0.042,18,20,38,7.211,0.072,41,34,75,14.231,0.142,184,192,376,71.347,0.713,0,0,0,0,0,11,4,15,2.846,0.028,527,0,0,0
2015,Torrence Creek Elementary,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,2,0,2,0.414,0.004,10,17,27,5.59,0.056,16,17,33,6.832,0.068,39,22,61,12.629,0.126,173,165,338,69.979,0.7,1,0,1,0.207,0.002,18,3,21,4.348,0.043,483,0,0,0
2016,Torrence Creek Elementary,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,0,1,1,0.195,0.002,17,28,45,8.755,0.088,23,19,42,8.171,0.082,36,23,59,11.479,0.115,175,165,340,66.148,0.661,1,0,1,0.195,0.002,21,5,26,5.058,0.051,514,0,0,0
2017,Torrence Creek Elementary,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,0,1,1,0.171,0.002,23,30,53,9.075,0.091,33,24,57,9.76,0.098,54,31,85,14.555,0.146,190,166,356,60.959,0.61,1,0,1,0.171,0.002,21,10,31,5.308,0.053,584,0,0,0
2018,Torrence Creek Elementary,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,0,0,0,0,0,26,23,49,8.14,0.081,45,29,74,12.292,0.123,52,35,87,14.452,0.145,200,162,362,60.133,0.601,1,0,1,0.166,0.002,17,12,29,4.817,0.048,602,0,0,0
2019,Torrence Creek Elementary,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,0,2,2,0.259,0.003,30,18,48,6.218,0.062,87,72,159,20.596,0.206,65,47,112,14.508,0.145,219,197,416,53.886,0.539,0,0,0,0,0,21,14,35,4.534,0.045,772,0,0,0
2020,Torrence Creek Elementary,TORRENCE CREEK ELEMENTARY,Elementary,Northwest,-80.87257,35.412261,0,0,0,0,0,26,21,47,5.81,0.058,105,81,186,22.991,0.23,65,53,118,14.586,0.146,212,204,416,51.422,0.514,0,0,0,0,0,22,20,42,5.192,0.052,809,0,0,0
2015,Trillium Springs Montessori,TRILLIUM SPRINGS MONTESSORI,Elementary,Northwest,-80.889411,35.350865,0,0,0,0,0,2,0,2,3.448,0.034,3,0,3,5.172,0.052,10,13,23,39.655,0.397,10,18,28,48.276,0.483,0,0,0,0,0,0,2,2,3.448,0.034,58,0,0,0
2016,Trillium Springs Montessori,TRILLIUM SPRINGS MONTESSORI,Elementary,Northwest,-80.889411,35.350865,1,1,2,1.724,0.017,4,5,9,7.759,0.078,7,5,12,10.345,0.103,24,23,47,40.517,0.405,18,25,43,37.069,0.371,0,0,0,0,0,1,2,3,2.586,0.026,116,0,0,0
2017,Trillium Springs Montessori,TRILLIUM SPRINGS MONTESSORI,Elementary,Northwest,-80.889411,35.350865,0,0,0,0,0,3,5,8,6.154,0.062,7,4,11,8.462,0.085,27,27,54,41.538,0.415,21,33,54,41.538,0.415,0,1,1,0.769,0.008,2,0,2,1.538,0.015,130,0,0,0
2018,Trillium Springs Montessori,TRILLIUM SPRINGS MONTESSORI,Elementary,Northwest,-80.889411,35.350865,0,0,0,0,0,1,5,6,4.317,0.043,5,3,8,5.755,0.058,33,25,58,41.727,0.417,27,37,64,46.043,0.46,0,1,1,0.719,0.007,2,0,2,1.439,0.014,139,0,0,0
2019,Trillium Springs Montessori,TRILLIUM SPRINGS MONTESSORI,Elementary,Northwest,-80.889411,35.350865,0,0,0,0,0,2,8,10,6.494,0.065,4,5,9,5.844,0.058,40,26,66,42.857,0.429,28,35,63,40.909,0.409,1,1,2,1.299,0.013,4,0,4,2.597,0.026,154,0,0,0
2020,Trillium Springs Montessori,TRILLIUM SPRINGS MONTESSORI,Elementary,Northwest,-80.889411,35.350865,0,0,0,0,0,4,6,10,5.917,0.059,6,9,15,8.876,0.089,38,27,65,38.462,0.385,37,36,73,43.195,0.432,1,1,2,1.183,0.012,4,0,4,2.367,0.024,169,0,0,0
2008,TUCKASEEGEE ELEM,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,1,0,1,0.137,0.001,30,29,59,8.071,0.081,103,91,194,26.539,0.265,170,203,373,51.026,0.51,47,57,104,14.227,0.142,0,0,0,0,0,0,0,0,0,0,731,0,0,0
2009,TUCKASEEGEE ELEM,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,2,0,2,0.256,0.003,29,29,58,7.426,0.074,97,92,189,24.2,0.242,198,228,426,54.545,0.545,53,53,106,13.572,0.136,0,0,0,0,0,0,0,0,0,0,781,0,0,0
2010,TUCKASEEGEE ELEM,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,2,0,2,0.247,0.002,30,36,66,8.148,0.081,106,100,206,25.432,0.254,221,218,439,54.198,0.542,47,50,97,11.975,0.12,0,0,0,0,0,0,0,0,0,0,810,0,0,0
2011,TUCKASEEGEE ELEMENTARY,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,0,0,0,0,0,41,37,78,9.398,0.094,101,102,203,24.458,0.245,228,191,419,50.482,0.505,47,45,92,11.084,0.111,0,0,0,0,0,17,21,38,4.578,0.046,830,0,0,0
2012,TUCKASEEGEE ELEMENTARY,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,2,1,3,0.366,0.004,33,29,62,7.57,0.076,104,117,221,26.984,0.27,228,203,431,52.625,0.526,35,42,77,9.402,0.094,0,0,0,0,0,14,11,25,3.053,0.031,819,0,1,1
2013,TUCKASEEGEE ELEMENTARY,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,2,2,4,0.524,0.005,30,32,62,8.115,0.081,109,111,220,28.796,0.288,211,182,393,51.44,0.514,28,32,60,7.853,0.079,0,0,0,0,0,15,10,25,3.272,0.033,764,0,1,1
2014,Tuckaseegee Elementary,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,1,0,1,0.128,0.001,30,38,68,8.685,0.087,123,115,238,30.396,0.304,212,201,413,52.746,0.527,21,25,46,5.875,0.059,1,0,1,0.128,0.001,9,7,16,2.043,0.02,783,0,1,1
2015,Tuckaseegee Elementary,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,2,2,4,0.465,0.005,32,40,72,8.362,0.084,136,132,268,31.127,0.311,214,240,454,52.729,0.527,24,24,48,5.575,0.056,0,0,0,0,0,8,7,15,1.742,0.017,861,0,1,1
2016,Tuckaseegee Elementary,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,1,2,3,0.369,0.004,32,38,70,8.6,0.086,140,129,269,33.047,0.33,204,216,420,51.597,0.516,22,20,42,5.16,0.052,0,0,0,0,0,8,2,10,1.229,0.012,814,0,1,1
2017,Tuckaseegee Elementary,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,2,3,5,0.654,0.007,32,39,71,9.293,0.093,134,126,260,34.031,0.34,184,193,377,49.346,0.493,20,15,35,4.581,0.046,1,1,2,0.262,0.003,10,4,14,1.832,0.018,764,0,1,1
2018,Tuckaseegee Elementary,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,2,3,5,0.711,0.007,29,43,72,10.242,0.102,137,124,261,37.127,0.371,163,159,322,45.804,0.458,17,11,28,3.983,0.04,0,0,0,0,0,7,8,15,2.134,0.021,703,0,1,1
2019,Tuckaseegee Elementary,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,2,3,5,0.743,0.007,24,35,59,8.767,0.088,132,116,248,36.85,0.368,168,153,321,47.697,0.477,14,14,28,4.16,0.042,0,0,0,0,0,7,5,12,1.783,0.018,673,0,1,1
2020,Tuckaseegee Elementary,TUCKASEEGEE ELEMENTARY,Elementary,Northwest,-80.941852,35.249844,1,3,4,0.627,0.006,26,26,52,8.15,0.082,142,113,255,39.969,0.4,154,129,283,44.357,0.444,12,11,23,3.605,0.036,0,0,0,0,0,11,10,21,3.292,0.033,638,0,1,1
2009,TURNING POINT ACADEM,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,1,0,1,0.82,0.008,2,0,2,1.639,0.016,9,0,9,7.377,0.074,77,26,103,84.426,0.844,5,2,7,5.738,0.057,0,0,0,0,0,0,0,0,0,0,122,1,1,1
2010,TURNING POINT ACADEM,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,0,0,0,0,0,2,1,3,1.245,0.012,25,3,28,11.618,0.116,150,49,199,82.573,0.826,6,5,11,4.564,0.046,0,0,0,0,0,0,0,0,0,0,241,1,1,1
2011,TURNING POINT ACADEMY,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,1,0,1,0.35,0.003,1,2,3,1.049,0.01,17,2,19,6.643,0.066,190,45,235,82.168,0.822,19,4,23,8.042,0.08,0,0,0,0,0,4,1,5,1.748,0.017,286,1,1,1
2012,TURNING POINT ACADEMY,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,1,0,1,0.417,0.004,1,1,2,0.833,0.008,21,3,24,10,0.1,155,31,186,77.5,0.775,20,3,23,9.583,0.096,0,0,0,0,0,3,1,4,1.667,0.017,240,1,1,1
2013,TURNING POINT ACADEMY,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,0,0,0,0,0,2,0,2,1.25,0.013,12,2,14,8.75,0.088,108,26,134,83.75,0.838,8,1,9,5.625,0.056,0,0,0,0,0,1,0,1,0.625,0.006,160,1,1,1
2014,Turning Point Academy,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,0,0,0,0,0,0,1,1,0.41,0.004,18,4,22,9.016,0.09,150,47,197,80.738,0.807,12,4,16,6.557,0.066,0,1,1,0.41,0.004,4,3,7,2.869,0.029,244,1,1,1
2015,Turning Point Academy,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,1,0,1,0.538,0.005,1,1,2,1.075,0.011,22,2,24,12.903,0.129,125,23,148,79.57,0.796,6,2,8,4.301,0.043,0,1,1,0.538,0.005,2,0,2,1.075,0.011,186,1,1,1
2016,Turning Point Academy,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,0,0,0,0,0,2,0,2,1.538,0.015,10,0,10,7.692,0.077,78,31,109,83.846,0.838,4,3,7,5.385,0.054,0,0,0,0,0,1,1,2,1.538,0.015,130,1,1,1
2017,Turning Point Academy,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,1,0,1,0.625,0.006,1,0,1,0.625,0.006,18,2,20,12.5,0.125,93,31,124,77.5,0.775,7,0,7,4.375,0.044,0,0,0,0,0,6,1,7,4.375,0.044,160,1,1,1
2018,Turning Point Academy,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,0,0,0,0,0,0,0,0,0,0,17,2,19,9.744,0.097,113,49,162,83.077,0.831,12,1,13,6.667,0.067,0,0,0,0,0,1,0,1,0.513,0.005,195,1,1,1
2019,Turning Point Academy,TURNING POINT ACADEMY,k-12,Southwest,-80.950584,35.273958,1,1,2,1.22,0.012,1,1,2,1.22,0.012,16,1,17,10.366,0.104,94,35,129,78.659,0.787,8,3,11,6.707,0.067,0,0,0,0,0,3,0,3,1.829,0.018,164,1,1,1
